task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_current_workload
1637,Update guide on troubleshoot.,2025-05-16,2025-06-07,Medium,Support,Henry,9,"Admin, Support",8
1638,Process payroll for Mar.,2025-04-01,2025-04-08,Low,Finance,Natalie,10,Finance,7
1639,Write review on DL models.,2025-03-20,,Critical,Research,Uma,2,"Finance, Admin",1
1640,Update travel log for Chris W..,2025-03-03,,Critical,Admin,Uma,7,"Finance, Admin",1
1641,Resolve ticket #TKT-5106 on login.,2025-04-05,,High,Support,Quinn,3,Research,2
1642,Prepare pitch for ServiceX.,2025-03-02,2025-03-21,High,Marketing,Grace,8,Marketing,0
1643,Plan HR activity for Q1.,2025-05-21,2025-06-06,Low,HR,Isaac,8,"Marketing, HR",2
1644,Update guide on troubleshoot.,2025-05-05,2025-05-13,High,Support,Karen,11,Support,7
1645,Process payroll for Jan.,2025-03-16,,Critical,Finance,Oscar,9,Finance,2
1646,Build prototype for edge AI.,2025-06-20,2025-07-20,Medium,Research,Olivia,5,Research,3
1647,Organize finance files.,2025-06-09,,Medium,Admin,Jack,11,Admin,8
1648,Deploy v1.7 to production.,2025-06-20,,Low,Development,Bob,4,Support,0
1649,Implement login in API.,2025-03-23,2025-04-12,Critical,Development,Tina,1,Development,0
1650,Schedule meeting with CTO.,2025-01-31,2025-02-20,High,Admin,Hannah,7,Research,1
1651,Onboard new hire Jane Smith.,2025-03-26,,High,HR,Jessica,8,HR,7
1652,Design assets for Product Launch.,2025-05-28,2025-06-24,High,Marketing,Grace,1,Marketing,0
1653,Process payroll for Jan.,2025-02-01,2025-03-03,Critical,Finance,Zoe,5,Admin,1
1654,Build prototype for blockchain.,2025-07-25,2025-08-09,Critical,Research,Wendy,8,Research,1
1655,Review QQ1 budget report.,2025-07-25,2025-08-24,Medium,Finance,Natalie,8,Finance,7
1656,Research NLP methods.,2025-02-12,,Low,Research,Alex,6,Research,8
1657,Update records for address update.,2025-03-28,2025-03-29,High,HR,Jessica,8,HR,7
1658,Onboard new hire John Doe.,2025-04-08,,Medium,HR,Eve,3,"Finance, HR",5
1659,Follow up with Customer B.,2025-02-05,,Critical,Support,Frank,6,"HR, Support",6
1660,Process payroll for Jan.,2025-03-08,,Low,Finance,Daniel,2,Research,4
1661,Assist with analytics.,2025-07-03,2025-07-31,High,Support,Alice,6,Admin,3
1662,Fix bug #210 in auth.,2025-07-04,2025-07-13,Low,Development,Emily,5,"HR, Finance",1
1663,Reconcile travel fund records.,2025-05-17,2025-06-04,Medium,Finance,Natalie,2,Finance,7
1664,Update travel log for Sarah D..,2025-06-23,2025-07-23,Critical,Admin,Uma,8,"Finance, Admin",1
1665,Resolve ticket #TKT-6857 on billing.,2025-07-06,2025-07-14,High,Support,Chloe,2,"Research, Support",7
1666,Deploy v1.7 to production.,2025-02-03,2025-02-23,Critical,Development,Peter,3,Development,8
1667,Plan HR activity for Q1.,2025-02-19,,High,HR,Victor,1,"HR, Finance",1
1668,Research NLP methods.,2025-04-11,2025-05-02,High,Research,Daniel,10,Research,4
1669,Refactor payment handler.,2025-06-14,,Low,Development,Mark,8,"Research, Development",0
1670,Organize finance files.,2025-07-22,2025-08-05,Low,Admin,Ivy,12,Admin,4
1671,Explore trends in tech.,2025-05-07,2025-05-28,Critical,Research,Wendy,11,Research,1
1672,Review QQ2 budget report.,2025-03-15,2025-03-31,Low,Finance,Victor,5,"HR, Finance",1
1673,Refactor payment handler.,2025-03-16,2025-04-14,Critical,Development,Liam,5,Development,0
1674,Fix bug #550 in auth.,2025-05-07,2025-05-26,High,Development,Yara,6,"Admin, Development",6
1675,Audit travel fund expenses.,2025-03-09,2025-03-31,Medium,Finance,Ben,10,Finance,8
1676,Resolve ticket #TKT-5366 on billing.,2025-06-06,2025-07-01,Low,Support,Karen,8,Support,7
1677,Research Vision methods.,2025-01-28,,High,Research,Daniel,3,Research,4
1678,Implement login in backend.,2025-04-04,,Critical,Development,Ivy,7,Admin,4
1679,Write review on ML trends.,2025-02-07,2025-03-03,Medium,Research,Jack,6,Admin,8
1680,Refactor payment handler.,2025-04-29,2025-05-05,Medium,Development,Xavier,8,Development,3
1681,Schedule meeting with CTO.,2025-07-07,2025-08-03,Low,Admin,Jack,8,Admin,8
1682,Update guide on troubleshoot.,2025-06-07,2025-07-04,High,Support,Bob,2,Support,0
1683,Research NLP methods.,2025-06-09,2025-06-16,Critical,Research,Wendy,8,Research,1
1684,Follow up with Client A.,2025-05-13,2025-05-23,Low,Support,Quinn,12,Research,2
1685,Follow up with Customer B.,2025-06-24,2025-07-15,Medium,Support,Sam,6,Research,1
1686,Draft newsletter on new features.,2025-05-30,2025-06-04,Low,Marketing,Liam,8,Development,0
1687,Follow up with Customer B.,2025-03-08,2025-04-02,High,Support,Frank,9,"HR, Support",6
1688,Audit travel fund expenses.,2025-02-11,2025-02-18,Low,Finance,Natalie,8,Finance,7
1689,Onboard new hire Jane Smith.,2025-02-25,2025-03-13,Critical,HR,Jessica,6,HR,7
1690,Explore trends in finance.,2025-05-29,2025-06-08,High,Research,Quinn,6,Research,2
1691,Build prototype for blockchain.,2025-07-21,,Low,Research,Alex,1,Research,8
1692,Manage supplies for HQ.,2025-07-01,2025-07-31,Critical,Admin,Yara,10,"Admin, Development",6
1693,Organize finance files.,2025-06-15,2025-06-28,Critical,Admin,Alice,11,Admin,3
1694,Manage supplies for Branch A.,2025-02-27,,Critical,Admin,Jack,8,Admin,8
1695,Prepare pitch for AI Tool.,2025-07-19,2025-07-28,High,Marketing,Uma,3,"Finance, Admin",1
1696,Follow up with Customer B.,2025-05-01,2025-05-10,Critical,Support,Bob,4,Support,0
1697,Reconcile travel fund records.,2025-05-04,2025-05-05,Low,Finance,Natalie,11,Finance,7
1698,Write review on ML trends.,2025-02-15,,Medium,Research,Hannah,11,Research,1
1699,Fix bug #532 in UI.,2025-01-29,2025-02-05,Medium,Development,David,8,Development,6
1700,Schedule meeting with CEO.,2025-05-06,2025-06-01,Critical,Admin,Uma,7,"Finance, Admin",1
1701,Update guide on reset password.,2025-07-11,2025-08-08,Medium,Support,Frank,4,"HR, Support",6
1702,Schedule meeting with CTO.,2025-04-19,2025-05-03,High,Admin,Ivy,12,Admin,4
1703,Schedule interview for Dev.,2025-03-19,2025-04-06,Low,HR,Xavier,11,Development,3
1704,Update travel log for Chris W..,2025-04-22,2025-05-17,Medium,Admin,Yara,12,"Admin, Development",6
1705,Process payroll for Mar.,2025-06-06,2025-06-15,Medium,Finance,Felix,7,Finance,6
1706,Explore trends in tech.,2025-04-22,2025-05-13,Critical,Research,Alex,6,Research,8
1707,Write review on DL models.,2025-03-04,2025-03-07,Critical,Research,Daniel,8,Research,4
1708,Schedule interview for Marketer.,2025-02-28,2025-03-05,Critical,HR,Victor,6,"HR, Finance",1
1709,Plan HR activity for Q3.,2025-05-04,2025-05-20,Medium,HR,Jessica,5,HR,7
1710,Schedule meeting with CTO.,2025-04-18,2025-05-17,Medium,Admin,Yara,9,"Admin, Development",6
1711,Design assets for Product Launch.,2025-06-18,2025-07-13,Medium,Marketing,Yara,12,"Admin, Development",6
1712,Update records for address update.,2025-02-11,,High,HR,Olivia,10,Research,3
1713,Build prototype for blockchain.,2025-06-13,2025-06-19,Critical,Research,Hannah,11,Research,1
1714,Draft newsletter on company news.,2025-07-07,2025-07-18,High,Marketing,Sam,12,Research,1
1715,Explore trends in tech.,2025-05-07,2025-05-16,Medium,Research,Alex,4,Research,8
1716,Write review on DL models.,2025-02-01,2025-02-19,Critical,Research,Sam,4,Research,1
1717,Schedule meeting with CTO.,2025-05-05,2025-05-25,Medium,Admin,Tina,1,Development,0
1718,Explore trends in tech.,2025-03-13,2025-04-05,Low,Research,Wendy,8,Research,1
1719,Build prototype for edge AI.,2025-05-17,,Critical,Research,Yara,12,"Admin, Development",6
1720,Assist with analytics.,2025-03-30,2025-04-24,Low,Support,Rachel,10,"Research, Development",2
1721,Write review on DL models.,2025-07-11,2025-08-03,Medium,Research,Alex,5,Research,8
1722,Write review on ML trends.,2025-01-26,,High,Research,Chloe,7,"Research, Support",7
1723,Prepare pitch for ServiceX.,2025-07-11,,High,Marketing,Isaac,8,"Marketing, HR",2
1724,Write review on DL models.,2025-04-28,2025-05-19,Medium,Research,Quinn,11,Research,2
1725,Explore trends in tech.,2025-06-19,2025-07-15,High,Research,Hannah,10,Research,1
1726,Onboard new hire Jane Smith.,2025-04-14,2025-04-21,Low,HR,Emily,12,"HR, Finance",1
1727,Explore trends in tech.,2025-05-13,2025-06-02,Low,Research,Alex,11,Research,8
1728,Resolve ticket #TKT-8308 on login.,2025-05-03,2025-05-06,High,Support,Chloe,7,"Research, Support",7
1729,Onboard new hire Jane Smith.,2025-07-18,2025-07-20,Critical,HR,Jessica,5,HR,7
1730,Research Vision methods.,2025-04-29,2025-05-14,Medium,Research,Olivia,12,Research,3
1731,Update travel log for Chris W..,2025-03-30,,High,Admin,David,4,Development,6
1732,Organize finance files.,2025-06-05,,Low,Admin,Charlie,4,"Marketing, Admin",4
1733,Implement login in backend.,2025-02-14,2025-02-26,Low,Development,Rachel,11,"Research, Development",2
1734,Plan HR activity for Q2.,2025-02-20,2025-03-17,High,HR,Isaac,7,"Marketing, HR",2
1735,Update guide on reset password.,2025-06-10,2025-07-09,Critical,Support,Mia,9,Research,0
1736,Design assets for Product Launch.,2025-06-29,2025-07-05,Low,Marketing,Grace,5,Marketing,0
1737,Audit petty cash expenses.,2025-02-13,,Critical,Finance,Felix,2,Finance,6
1738,Write review on ML trends.,2025-03-19,2025-04-07,Low,Research,Chloe,6,"Research, Support",7
1739,Plan HR activity for Q1.,2025-03-27,,Low,HR,David,6,Development,6
1740,Deploy v1.7 to production.,2025-07-18,2025-08-07,Critical,Development,Liam,11,Development,0
1741,Update travel log for Sarah D..,2025-07-07,2025-07-20,Medium,Admin,Alice,5,Admin,3
1742,Analyze QQ1 campaign data.,2025-07-18,2025-07-20,Medium,Marketing,Grace,5,Marketing,0
1743,Explore trends in finance.,2025-07-25,2025-07-26,High,Research,Hannah,10,Research,1
1744,Plan HR activity for Q1.,2025-05-20,2025-06-08,Critical,HR,Emily,10,"HR, Finance",1
1745,Process payroll for Mar.,2025-02-25,2025-03-14,High,Finance,Kevin,1,Development,7
1746,Refactor auth module.,2025-06-27,,Critical,Development,Peter,7,Development,8
1747,Reconcile travel fund records.,2025-05-28,2025-06-03,Critical,Finance,Eve,1,"Finance, HR",5
1748,Manage supplies for HQ.,2025-07-22,2025-08-02,Medium,Admin,Alice,4,Admin,3
1749,Build prototype for edge AI.,2025-07-08,2025-07-12,Low,Research,Mark,12,"Research, Development",0
1750,Update travel log for Sarah D..,2025-03-11,,Critical,Admin,Charlie,2,"Marketing, Admin",4
1751,Plan HR activity for Q2.,2025-07-16,2025-08-04,Critical,HR,Hannah,2,Research,1
1752,Build prototype for blockchain.,2025-04-29,2025-05-11,Medium,Research,Wendy,3,Research,1
1753,Write review on ML trends.,2025-03-01,2025-03-06,Medium,Research,Emily,11,"HR, Finance",1
1754,Fix bug #550 in UI.,2025-06-17,2025-07-02,Critical,Development,David,1,Development,6
1755,Audit petty cash expenses.,2025-06-03,2025-06-23,High,Finance,Peter,11,Development,8
1756,Write review on ML trends.,2025-04-25,2025-04-30,Critical,Research,Sam,1,Research,1
1757,Implement login in backend.,2025-06-01,2025-07-01,High,Development,Yara,5,"Admin, Development",6
1758,Update travel log for Sarah D..,2025-03-20,2025-04-18,Low,Admin,Wendy,11,Research,1
1759,Follow up with Client A.,2025-02-24,2025-03-16,Critical,Support,Frank,8,"HR, Support",6
1760,Update guide on reset password.,2025-03-07,2025-03-19,Medium,Support,Karen,8,Support,7
1761,Write review on ML trends.,2025-02-28,2025-03-23,Low,Research,Hannah,7,Research,1
1762,Onboard new hire Jane Smith.,2025-03-17,,High,HR,David,10,Development,6
1763,Update records for address update.,2025-04-16,2025-05-05,High,HR,Isaac,10,"Marketing, HR",2
1764,Update guide on troubleshoot.,2025-04-18,2025-04-22,Medium,Support,Henry,9,"Admin, Support",8
1765,Design assets for Product Launch.,2025-07-19,2025-07-27,Critical,Marketing,Ben,2,Finance,8
1766,Fix bug #550 in auth.,2025-05-25,,Low,Development,Rachel,2,"Research, Development",2
1767,Update guide on troubleshoot.,2025-07-10,,Low,Support,Karen,2,Support,7
1768,Follow up with Customer B.,2025-07-16,,High,Support,Henry,4,"Admin, Support",8
1769,Fix bug #550 in UI.,2025-04-22,,Critical,Development,Charlie,2,"Marketing, Admin",4
1770,Organize legal files.,2025-06-30,2025-07-04,Medium,Admin,Karen,2,Support,7
1771,Review QQ3 budget report.,2025-03-29,2025-04-07,Critical,Finance,Natalie,5,Finance,7
1772,Build prototype for blockchain.,2025-03-12,2025-04-01,High,Research,Isaac,5,"Marketing, HR",2
1773,Manage supplies for HQ.,2025-02-19,2025-03-19,Low,Admin,Alice,11,Admin,3
1774,Implement login in API.,2025-07-09,,High,Development,Xavier,3,Development,3
1775,Refactor payment handler.,2025-05-07,,High,Development,Peter,12,Development,8
1776,Build prototype for edge AI.,2025-03-16,2025-04-08,Critical,Research,Hannah,6,Research,1
1777,Update travel log for Chris W..,2025-02-26,,High,Admin,Zoe,10,Admin,1
1778,Research NLP methods.,2025-02-09,2025-02-25,High,Research,Mia,10,Research,0
1779,Deploy v1.7 to production.,2025-03-09,2025-03-21,High,Development,Xavier,10,Development,3
1780,Optimize encryption performance.,2025-06-24,2025-07-01,High,Development,Liam,8,Development,0
1781,Analyze QQ2 campaign data.,2025-04-19,,Low,Marketing,Alex,9,Research,8
1782,Fix bug #319 in auth.,2025-05-30,2025-06-06,Critical,Development,Uma,7,"Finance, Admin",1
1783,Build prototype for blockchain.,2025-04-30,2025-05-08,Medium,Research,Wendy,9,Research,1
1784,Implement login in API.,2025-02-08,2025-03-05,Medium,Development,Jack,5,Admin,8
1785,Fix bug #595 in UI.,2025-04-14,2025-05-08,Medium,Development,Rachel,8,"Research, Development",2
1786,Schedule interview for Marketer.,2025-04-17,2025-05-07,Low,HR,Liam,6,Development,0
1787,Design assets for Product Launch.,2025-06-22,,Medium,Marketing,Victor,8,"HR, Finance",1
1788,Write review on DL models.,2025-03-14,2025-03-29,High,Research,Alex,10,Research,8
1789,Write review on DL models.,2025-07-09,2025-07-12,Low,Research,Yara,9,"Admin, Development",6
1790,Schedule meeting with CEO.,2025-06-23,2025-07-20,Critical,Admin,Charlie,3,"Marketing, Admin",4
1791,Implement login in backend.,2025-03-31,2025-04-13,Medium,Development,Liam,10,Development,0
1792,Resolve ticket #TKT-5035 on login.,2025-07-14,,Low,Support,Karen,8,Support,7
1793,Write review on DL models.,2025-02-13,,Medium,Research,Hannah,1,Research,1
1794,Reconcile petty cash records.,2025-07-14,2025-07-23,Critical,Finance,Emily,10,"HR, Finance",1
1795,Analyze QQ3 campaign data.,2025-05-29,2025-06-16,High,Marketing,Grace,7,Marketing,0
1796,Schedule interview for Marketer.,2025-02-16,2025-02-27,Medium,HR,Isaac,1,"Marketing, HR",2
1797,Organize legal files.,2025-07-18,,Critical,Admin,Zoe,4,Admin,1
1798,Fix bug #885 in auth.,2025-05-05,2025-06-01,Critical,Development,Liam,12,Development,0
1799,Organize finance files.,2025-02-16,2025-03-01,Critical,Admin,Yara,3,"Admin, Development",6
1800,Fix bug #500 in UI.,2025-05-11,2025-06-04,High,Development,Peter,8,Development,8
1801,Analyze QQ2 campaign data.,2025-07-15,2025-08-05,Medium,Marketing,Charlie,2,"Marketing, Admin",4
1802,Build prototype for blockchain.,2025-05-09,2025-06-03,Medium,Research,Kevin,10,Development,7
1803,Fix bug #885 in UI.,2025-04-21,2025-05-09,Medium,Development,Xavier,6,Development,3
1804,Organize legal files.,2025-04-24,2025-04-30,Medium,Admin,Ivy,11,Admin,4
1805,Refactor payment handler.,2025-02-18,2025-02-28,Critical,Development,Noah,1,"Research, Development",4
1806,Write review on DL models.,2025-06-18,2025-06-27,High,Research,Sam,12,Research,1
1807,Schedule interview for Marketer.,2025-07-18,2025-08-13,High,HR,Emily,5,"HR, Finance",1
1808,Process payroll for Mar.,2025-05-06,2025-05-29,Low,Finance,Grace,8,Marketing,0
1809,Resolve ticket #TKT-5228 on login.,2025-02-11,2025-02-28,Critical,Support,Zoe,11,Admin,1
1810,Follow up with Client A.,2025-06-04,2025-06-14,Low,Support,Karen,2,Support,7
1811,Schedule meeting with CTO.,2025-03-11,,High,Admin,Jack,12,Admin,8
1812,Reconcile petty cash records.,2025-06-24,2025-07-23,Critical,Finance,Uma,2,"Finance, Admin",1
1813,Build prototype for blockchain.,2025-04-04,,Low,Research,Sam,8,Research,1
1814,Implement login in API.,2025-06-30,2025-07-06,Medium,Development,Xavier,1,Development,3
1815,Refactor payment handler.,2025-04-29,2025-05-26,Low,Development,Peter,9,Development,8
1816,Reconcile petty cash records.,2025-05-18,2025-05-25,High,Finance,Felix,10,Finance,6
1817,Update records for promotion.,2025-05-11,2025-06-09,Low,HR,Jessica,9,HR,7
1818,Process payroll for Mar.,2025-06-02,2025-07-01,High,Finance,Lily,3,"Research, Support",2
1819,Optimize encryption performance.,2025-06-23,,Medium,Development,Peter,5,Development,8
1820,Review QQ2 budget report.,2025-02-17,2025-02-27,Low,Finance,Felix,1,Finance,6
1821,Analyze QQ1 campaign data.,2025-06-23,,High,Marketing,Grace,4,Marketing,0
1822,Write review on ML trends.,2025-02-28,2025-03-02,Low,Research,Daniel,7,Research,4
1823,Audit petty cash expenses.,2025-02-28,2025-03-06,Low,Finance,Natalie,1,Finance,7
1824,Optimize encryption performance.,2025-04-13,,Low,Development,Liam,5,Development,0
1825,Manage supplies for Branch A.,2025-01-31,2025-02-19,Medium,Admin,Jack,9,Admin,8
1826,Research Vision methods.,2025-02-23,2025-03-12,Critical,Research,Olivia,10,Research,3
1827,Build prototype for edge AI.,2025-06-28,2025-07-11,Critical,Research,Quinn,4,Research,2
1828,Update guide on reset password.,2025-04-14,,Critical,Support,Mia,5,Research,0
1829,Organize legal files.,2025-07-19,2025-07-25,Critical,Admin,Yara,5,"Admin, Development",6
1830,Organize finance files.,2025-05-11,2025-06-08,Critical,Admin,Ivy,8,Admin,4
1831,Update travel log for Sarah D..,2025-05-28,,Low,Admin,Alice,10,Admin,3
1832,Update guide on reset password.,2025-03-14,2025-03-21,Critical,Support,Sam,2,Research,1
1833,Build prototype for blockchain.,2025-03-11,2025-04-03,Medium,Research,Alice,1,Admin,3
1834,Analyze QQ4 campaign data.,2025-03-11,2025-04-01,Medium,Marketing,Alex,3,Research,8
1835,Research Vision methods.,2025-03-30,2025-04-13,High,Research,Olivia,6,Research,3
1836,Schedule meeting with CEO.,2025-01-31,2025-02-10,Low,Admin,Uma,7,"Finance, Admin",1
1837,Audit petty cash expenses.,2025-05-02,2025-06-01,Low,Finance,Uma,1,"Finance, Admin",1
1838,Refactor auth module.,2025-07-19,2025-08-17,Critical,Development,Xavier,6,Development,3
1839,Schedule meeting with CEO.,2025-04-13,2025-04-16,Low,Admin,Zoe,7,Admin,1
1840,Implement login in backend.,2025-07-02,2025-07-17,Medium,Development,Mark,1,"Research, Development",0
1841,Update guide on reset password.,2025-02-10,2025-02-11,Low,Support,Karen,9,Support,7
1842,Research Vision methods.,2025-05-04,2025-05-29,Medium,Research,Uma,10,"Finance, Admin",1
1843,Write review on DL models.,2025-04-01,2025-04-11,High,Research,Victor,3,"HR, Finance",1
1844,Organize legal files.,2025-05-01,2025-05-22,Critical,Admin,Charlie,10,"Marketing, Admin",4
1845,Manage supplies for HQ.,2025-03-24,2025-03-28,Medium,Admin,Yara,7,"Admin, Development",6
1846,Onboard new hire Jane Smith.,2025-03-07,2025-04-06,High,HR,Bob,2,Support,0
1847,Process payroll for Jan.,2025-06-06,2025-06-29,Critical,Finance,Natalie,3,Finance,7
1848,Fix bug #550 in UI.,2025-07-21,2025-08-19,Low,Development,Wendy,10,Research,1
1849,Research NLP methods.,2025-05-03,2025-05-13,Medium,Research,Wendy,9,Research,1
1850,Manage supplies for Branch A.,2025-02-04,,High,Admin,Ivy,9,Admin,4
1851,Onboard new hire John Doe.,2025-02-26,2025-03-21,Medium,HR,Isaac,5,"Marketing, HR",2
